model;mac;llid;vendor;cli;interface;inus;ifaceName;id
F660V2.0;;1;CZTE;"sho gpon onu sta gpon-olt_1/1/6 1
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/6:1       enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/6:1

ONU interface:         gpon-onu_1/1/6:1
  Name:                ONU-6:1
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC000B83F
  Password:            
  Device ID:           
  Description:         ONU-6:1
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        7674m
  Online Duration:     101h 07m 17s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-24 13:52:10    2019-02-24 14:04:06     SFi      
   2   2019-02-24 14:04:19    2019-02-25 14:36:28     DyingGasp 
   3   2019-02-25 14:38:11    2019-02-25 14:40:04     DyingGasp 
   4   2019-02-25 14:41:52    2019-03-02 10:44:38     DyingGasp 
   5   2019-03-02 10:46:36    2019-03-02 10:47:08     DyingGasp 
   6   2019-03-02 10:49:16    2019-03-07 12:01:31     LOSi     
   7   2019-03-07 12:02:53    2019-03-09 22:16:04     DyingGasp 
   8   2019-03-09 22:18:07    2019-03-10 17:11:29     DyingGasp 
   9   2019-03-10 17:13:04    2019-03-14 10:23:42     DyingGasp 
  10   2019-03-14 10:26:30    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/6:1

Vendor ID:           ZTEG 
Version:             V2.0 
SN:                  ZTEGc000b83f 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-rate-controlled 
OperState:           enable 
EquipID:             F660V2.0 
OMCC version:        a0 
Security capability: aes
Model:               F660V2.0
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/6;N;OLT 1/1/6:1;ZTEGC000B83F
F660V2.1;;1;CZTE;"sho gpon onu sta gpon-olt_1/1/2 1
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/2:1       enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/2:1

ONU interface:         gpon-onu_1/1/2:1
  Name:                ONU-2:1
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC028C0C0
  Password:            
  Device ID:           
  Description:         pravlenie_istok
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        9092m
  Online Duration:     603h 19m 57s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:14:52    2019-02-21 12:12:19     DyingGasp 
   2   2019-02-21 12:13:51    0000-00-00 00:00:00              
   3   0000-00-00 00:00:00    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/2:1

Vendor ID:           ZTEG 
Version:             V2.1 
SN:                  ZTEGc028c0c0 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-rate-controlled 
OperState:           enable 
EquipID:             F660V2.1 
OMCC version:        a0 
Security capability: aes
Model:               F660V2.1
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/2;N;OLT 1/1/2:1;ZTEGC028C0C0
F660;;2;CZTE;"sho gpon onu sta gpon-olt_1/1/2 2
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/2:2       enable       disable      unknown      DyingGasp    
ONU Number: 0/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/2:2

ONU interface:         gpon-onu_1/1/2:2
  Name:                ONU-2:2
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         DyingGasp
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC000D83D
  Password:            
  Device ID:           
  Description:         kuznecov_9
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        9174m
  Online Duration:     0h 0m 0s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:13:51    2019-03-17 08:34:57     DyingGasp 
   2   0000-00-00 00:00:00    0000-00-00 00:00:00              
   3   0000-00-00 00:00:00    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/2:2

Vendor ID:           ZTEG 
Version:             V2.0 
SN:                  ZTEGc000d83d 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-rate-controlled 
OperState:           disable 
EquipID:             F660 
OMCC version:        a0 
Security capability: aes
Model:               F660
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/2;N;OLT 1/1/2:2;ZTEGC000D83D
F660V3;;3;CZTE;"sho gpon onu sta gpon-olt_1/1/2 3
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/2:3       enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/2:3

ONU interface:         gpon-onu_1/1/2:3
  Name:                ONU-2:3
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC0548BC6
  Password:            
  Device ID:           
  Description:         kuznecov_32
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        9077m
  Online Duration:     70h 20m 40s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:13:45    2019-03-05 17:21:11     DyingGasp 
   2   2019-03-05 17:22:20    2019-03-14 07:44:20     DyingGasp 
   3   2019-03-14 07:46:26    2019-03-15 17:11:42     DyingGasp 
   4   2019-03-15 17:13:08    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/2:3

Vendor ID:           ZTEG 
Version:             V3.0 
SN:                  ZTEGc0548bc6 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   28 
TotalTrafficSchNum:  7 
TrafficMgmtOption:   priority-controlled 
OperState:           enable 
EquipID:             F660V3 
OMCC version:        a0 
Security capability: aes
Model:               F660V3
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/2;N;OLT 1/1/2:3;ZTEGC0548BC6
F660V3;;4;CZTE;"sho gpon onu sta gpon-olt_1/1/2 4
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/2:4       enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/2:4

ONU interface:         gpon-onu_1/1/2:4
  Name:                ONU-2:4
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC11551A4
  Password:            
  Device ID:           
  Description:         ONU-2:4
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        simple
  Service Profile:     bridge             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        9232m
  Online Duration:     619h 19m 46s
  FEC:                 upstream
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:14:03    0000-00-00 00:00:00              
   2   0000-00-00 00:00:00    0000-00-00 00:00:00              
   3   0000-00-00 00:00:00    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/2:4

Vendor ID:           ZTEG 
Version:             V3.0 
SN:                  ZTEGc11551a4 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   28 
TotalTrafficSchNum:  7 
TrafficMgmtOption:   priority-controlled 
OperState:           enable 
EquipID:             F660V3 
OMCC version:        a0 
Security capability: aes
Model:               F660V3
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/2;N;OLT 1/1/2:4;ZTEGC11551A4
F660V2.0;;5;CZTE;"sho gpon onu sta gpon-olt_1/1/2 5
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/2:5       enable       disable      unknown      DyingGasp    
ONU Number: 0/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/2:5

ONU interface:         gpon-onu_1/1/2:5
  Name:                ONU-2:5
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         DyingGasp
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC0093CF0
  Password:            
  Device ID:           
  Description:         ONU-2:5
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        9163m
  Online Duration:     0h 0m 0s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-03-08 09:04:36    2019-03-09 00:28:20     DyingGasp 
   2   2019-03-09 09:03:09    2019-03-09 11:57:44     DyingGasp 
   3   2019-03-09 17:01:32    2019-03-09 23:59:33     DyingGasp 
   4   2019-03-10 08:54:21    2019-03-10 12:53:19     DyingGasp 
   5   2019-03-10 15:20:13    2019-03-10 16:41:43     DyingGasp 
   6   2019-03-15 20:36:12    2019-03-15 20:36:24     DyingGasp 
   7   2019-03-15 20:38:20    2019-03-15 22:35:22     DyingGasp 
   8   2019-03-16 08:25:13    2019-03-16 22:56:50     DyingGasp 
   9   2019-03-16 23:28:33    2019-03-17 00:31:57     DyingGasp 
  10   2019-03-17 08:55:01    2019-03-17 16:40:49     DyingGasp 
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/2:5

Vendor ID:           ZTEG 
Version:             V2.0 
SN:                  ZTEGc0093cf0 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-rate-controlled 
OperState:           disable 
EquipID:             F660V2.0 
OMCC version:        a0 
Security capability: aes
Model:               F660V2.0
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/2;N;OLT 1/1/2:5;ZTEGC0093CF0
F660V3;;6;CZTE;"sho gpon onu sta gpon-olt_1/1/2 6
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/2:6       enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/2:6

ONU interface:         gpon-onu_1/1/2:6
  Name:                ONU-2:6
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC108C3FF
  Password:            
  Device ID:           
  Description:         ONU-2:6
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        9197m
  Online Duration:     42h 58m 00s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:14:31    2019-03-16 20:34:55     DyingGasp 
   2   2019-03-16 20:35:49    0000-00-00 00:00:00              
   3   0000-00-00 00:00:00    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/2:6

Vendor ID:           ZTEG 
Version:             V3.0 
SN:                  ZTEGc108c3ff 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   28 
TotalTrafficSchNum:  7 
TrafficMgmtOption:   priority-controlled 
OperState:           enable 
EquipID:             F660V3 
OMCC version:        a0 
Security capability: aes
Model:               F660V3
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/2;N;OLT 1/1/2:6;ZTEGC108C3FF
F660V3;;7;CZTE;"sho gpon onu sta gpon-olt_1/1/2 7
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/2:7       enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/2:7

ONU interface:         gpon-onu_1/1/2:7
  Name:                ONU-2:7
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC1157CEA
  Password:            
  Device ID:           
  Description:         uchastok_121
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        9966m
  Online Duration:     619h 19m 58s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:13:52    0000-00-00 00:00:00              
   2   0000-00-00 00:00:00    0000-00-00 00:00:00              
   3   0000-00-00 00:00:00    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/2:7

Vendor ID:           ZTEG 
Version:             V3.0 
SN:                  ZTEGc1157cea 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   28 
TotalTrafficSchNum:  7 
TrafficMgmtOption:   priority-controlled 
OperState:           enable 
EquipID:             F660V3 
OMCC version:        a0 
Security capability: aes
Model:               F660V3
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/2;N;OLT 1/1/2:7;ZTEGC1157CEA
F660V3;;5;CZTE;"sho gpon onu sta gpon-olt_1/1/4 5
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/4:5       enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/4:5

ONU interface:         gpon-onu_1/1/4:5
  Name:                ONU-4:5
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC0465D93
  Password:            
  Device ID:           
  Description:         ONU-4:5
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        5784m
  Online Duration:     377h 09m 20s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-23 15:57:20    2019-02-23 15:59:26     LOSi     
   2   2019-02-23 16:02:21    2019-03-02 18:32:40     DyingGasp 
   3   2019-03-02 22:24:30    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/4:5

Vendor ID:           ZTEG 
Version:             V3.0 
SN:                  ZTEGc0465d93 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   28 
TotalTrafficSchNum:  7 
TrafficMgmtOption:   priority-controlled 
OperState:           enable 
EquipID:             F660V3 
OMCC version:        a0 
Security capability: aes
Model:               F660V3
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/4;N;OLT 1/1/4:5;ZTEGC0465D93
F660V2.0;;4;CZTE;"sho gpon onu sta gpon-olt_1/1/4 4
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/4:4       enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/4:4

ONU interface:         gpon-onu_1/1/4:4
  Name:                ONU-4:4
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC005A041
  Password:            
  Device ID:           
  Description:         ONU-4:4
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        6188m
  Online Duration:     20h 32m 13s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:14:52    2019-02-23 16:48:11     DyingGasp 
   2   2019-02-23 18:36:55    2019-02-24 11:33:00     DyingGasp 
   3   2019-02-24 18:14:12    2019-03-02 18:32:40     DyingGasp 
   4   2019-03-02 22:25:05    2019-03-08 11:11:05     DyingGasp 
   5   2019-03-09 19:43:34    2019-03-09 20:11:47     DyingGasp 
   6   2019-03-10 15:58:43    2019-03-16 14:29:41     DyingGasp 
   7   2019-03-17 19:01:37    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/4:4

Vendor ID:           ZTEG 
Version:             V2.0 
SN:                  ZTEGc005a041 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-rate-controlled 
OperState:           enable 
EquipID:             F660V2.0 
OMCC version:        a0 
Security capability: aes
Model:               F660V2.0
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/4;N;OLT 1/1/4:4;ZTEGC005A041
F660V3;;6;CZTE;"sho gpon onu sta gpon-olt_1/1/4 6
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/4:6       enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/4:6

ONU interface:         gpon-onu_1/1/4:6
  Name:                ONU-4:6
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC108E7EC
  Password:            
  Device ID:           
  Description:         ONU-4:6
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        5832m
  Online Duration:     20h 23m 44s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-03-02 16:34:50    2019-03-02 16:35:21     DyingGasp 
   2   2019-03-02 16:36:40    2019-03-02 16:46:08     DyingGasp 
   3   2019-03-02 16:47:20    2019-03-02 17:06:09     DyingGasp 
   4   2019-03-14 09:48:16    2019-03-15 17:48:15     DyingGasp 
   5   2019-03-15 17:49:16    2019-03-15 18:10:51     DyingGasp 
   6   2019-03-15 18:12:09    2019-03-15 18:49:49     DyingGasp 
   7   2019-03-15 18:50:49    2019-03-15 21:03:34     DyingGasp 
   8   2019-03-15 21:04:39    2019-03-16 07:17:51     DyingGasp 
   9   2019-03-16 07:18:57    2019-03-17 19:09:01     DyingGasp 
  10   2019-03-17 19:10:07    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/4:6

Vendor ID:           ZTEG 
Version:             V3.0 
SN:                  ZTEGc108e7ec 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   28 
TotalTrafficSchNum:  7 
TrafficMgmtOption:   priority-controlled 
OperState:           enable 
EquipID:             F660V3 
OMCC version:        a0 
Security capability: aes
Model:               F660V3
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/4;N;OLT 1/1/4:6;ZTEGC108E7EC
F660V3;;1;CZTE;"sho gpon onu sta gpon-olt_1/1/4 1
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/4:1       enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/4:1

ONU interface:         gpon-onu_1/1/4:1
  Name:                ONU-4:1
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC054FE5A
  Password:            
  Device ID:           
  Description:         maxim_35
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        5952m
  Online Duration:     377h 09m 21s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:13:45    2019-03-01 17:34:05     LOSi     
   2   2019-03-01 17:34:47    2019-03-01 17:34:53     LOSi     
   3   2019-03-01 17:35:27    2019-03-02 18:32:40     DyingGasp 
   4   2019-03-02 22:24:30    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/4:1

Vendor ID:           ZTEG 
Version:             V3.0 
SN:                  ZTEGc054fe5a 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   28 
TotalTrafficSchNum:  7 
TrafficMgmtOption:   priority-controlled 
OperState:           enable 
EquipID:             F660V3 
OMCC version:        a0 
Security capability: aes
Model:               F660V3
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/4;Y;OLT 1/1/4:1;ZTEGC054FE5A
